Mod:Item:MetaData, Localized Name
vc:modules/item_module_type:26, §b中级炸弹投放 §7(§4模块§7)
vc:modules/item_module_type:27, §d高级炸弹投放 §7(§4模块§7)
vc:modules/item_module_creative, item.vc:modules/item_module_creative.name
vc:airships/item_airship:0, §7飞艇§a - '§7Airship§a'
vc:airships/item_airship:1, §f飞艇§a - '§fAirship§a'
vc:airships/item_airship:2, §e飞艇§a - '§eAirship§a'
vc:airships/item_airship:3, §b飞艇§a - '§bAirship§a'
vc:airships/item_airship:4, §d飞艇§a - '§dAirship§a'
vc:airships/item_airship:5, §c飞艇§a - '§cAirship§a'
vc:airships/item_airship_creative:0, §6飞艇§a - §6Creative §4§l (§9C§ar§be§ca§dt§ei§fv§3e§4§l) 
vc:achievements/achievement_airship:0, Icon - create_engine
vc:achievements/achievement_airship:1, Icon - create_ignition
vc:achievements/achievement_airship:2, Icon - create
vc:achievements/achievement_airship:3, Icon - create_color
vc:achievements/achievement_airship:4, Icon - create_module
vc:achievements/achievement_airship:5, Icon - airborn
vc:achievements/achievement_airship:6, Icon - water
vc:achievements/achievement_airship:7, Icon - lava
vc:achievements/achievement_airship_portal, item.vc:achievements/achievement_airship_portal.name
vc:symbols/item_display_symbol:0, None
vc:symbols/item_display_symbol:1, 类别丨方块与物品
vc:symbols/item_display_symbol:2, 类别丨头颅
vc:symbols/item_display_symbol:3, 类别丨支持者头颅
vc:symbols/item_display_symbol:4, 类别丨假日
vc:symbols/item_display_symbol:5, 未使用的类别
vc:symbols/item_display_symbol:6, 未使用的类别
vc:symbols/item_display_symbol:7, 未使用的类别
vc:symbols/item_display_symbol:8, 未使用的类别
vc:symbols/item_display_symbol:9, 未使用的类别
vc:symbols/item_display_symbol:10, 飞艇工艺 标志
vc:symbols/item_display_symbol:11, Forge Logo
vc:symbols/item_display_symbol:12, Minecraft Logo
vc:symbols/item_display_symbol:13, 钱币堆
vc:symbols/item_display_symbol:14, 卷轴
vc:symbols/item_display_symbol:15, 扳手
vc:symbols/item_display_symbol:16, 钥匙
vc:symbols/item_display_symbol:17, 锁
vc:symbols/item_display_symbol:18, 铃铛
vc:symbols/item_display_symbol:19, 船锚
vc:symbols/item_display_symbol:20, 桶
vc:symbols/item_display_symbol:21, 齿轮
weirdinggadget:weirding_gadget, 古怪工具
xlfoodmod:rock_salt, 岩盐
xlfoodmod:grass, 草
xlfoodmod:vanilla_flower, 香草
xlfoodmod:rice_plant, 水稻
xlfoodmod:pepper_plant, 辣椒植株
xlfoodmod:corn_plant, 玉米植株
xlfoodmod:cucumber_plant, 黄瓜植株
xlfoodmod:lettuce_plant, 生菜植株
xlfoodmod:onion_plant, 洋葱植株
xlfoodmod:tomato_plant, 番茄植株
xlfoodmod:strawberry_plant, 草莓植株
xlfoodmod:chocolate_cake, 巧克力蛋糕
xlfoodmod:oreo_cake, 奥利奥蛋糕
xlfoodmod:cheese_cake, 芝士蛋糕
xlfoodmod:nether_cake, 下界蛋糕
xlfoodmod:strawberry_cake, 草莓蛋糕
xlfoodmod:pumpkin_cake, 南瓜蛋糕
xlfoodmod:pizza, 披萨
xlfoodmod:rice_seeds, 水稻种子
xlfoodmod:rice, 稻米
xlfoodmod:butter_rice, 黄油饭
xlfoodmod:fried_rice, 炒饭
xlfoodmod:pepper_seeds, 胡椒籽
xlfoodmod:pepper, 胡椒
xlfoodmod:corn_seeds, 玉米种子
xlfoodmod:raw_corn, 生玉米
xlfoodmod:corn, 玉米
xlfoodmod:cucumber_seeds, 黄瓜种子
xlfoodmod:cucumber, 黄瓜
xlfoodmod:lettuce_seeds, 生菜种子
xlfoodmod:lettuce, 生菜
xlfoodmod:onion, 洋葱
xlfoodmod:tomato_seeds, 番茄种子
xlfoodmod:tomato, 番茄
xlfoodmod:strawberry_seeds, 草莓种子
xlfoodmod:strawberry, 草莓
xlfoodmod:salt, 岩盐
xlfoodmod:dough, 面团
xlfoodmod:cooked_dough, 炸面团
xlfoodmod:crouton, 油炸面包丁
xlfoodmod:butter, 黄油
xlfoodmod:cheese, 起司
xlfoodmod:cheese_puff, 芝士泡芙
xlfoodmod:chips, 薯片
xlfoodmod:salty_chips, 咸薯片
xlfoodmod:spicy_chips, 香辣薯片
xlfoodmod:onion_rings, 洋葱圈
xlfoodmod:cheesy_bread, 奶酪面包
xlfoodmod:potato_bread, 马铃薯面包
xlfoodmod:corn_bread, 玉米面包
xlfoodmod:rice_bread, 大米面包
xlfoodmod:baguette, 法棍面包
xlfoodmod:fried_egg, 煎蛋
xlfoodmod:pancake, 煎饼
xlfoodmod:waffle, 华夫饼
xlfoodmod:macaroni_and_cheese, 奶酪通心粉
xlfoodmod:spaghetti, 意大利面
xlfoodmod:enchilada, 香辣玉米卷饼
xlfoodmod:lasagne, 千层面
xlfoodmod:jambon_beurre, 黄油火腿
xlfoodmod:flesh, 肉
xlfoodmod:ham, 火腿
xlfoodmod:sausage, 香肠
xlfoodmod:bacon, 培根
xlfoodmod:beef_jerky, 牛肉干
xlfoodmod:ground_beef, 牛肉馅
xlfoodmod:raw_chicken_wing, 生鸡翅
xlfoodmod:cooked_chicken_wing, 熟鸡翅
xlfoodmod:spicy_chicken_wing, 香辣鸡翅
xlfoodmod:bucket_of_fried_chicken, 炸鸡桶
xlfoodmod:top_bun, 顶部的面包
xlfoodmod:bottom_bun, 底部的面包
xlfoodmod:hamburger, 牛肉汉堡
xlfoodmod:chickenburger, 鸡肉汉堡
xlfoodmod:cheeseburger, 芝士汉堡
xlfoodmod:hot_dog, 热狗
xlfoodmod:sausage_roll, 香肠卷
xlfoodmod:slice_of_pizza, 披萨切片
xlfoodmod:tortilla, 玉米饼
xlfoodmod:taco, 塔可
xlfoodmod:burrito, 墨西哥卷饼
xlfoodmod:kebab, 牛肉卷饼
xlfoodmod:chicken_sandwich, 鸡肉三明治
xlfoodmod:blt_sandwich, 英式传统三明治
xlfoodmod:breakfast_sandwich, 早餐三明治
xlfoodmod:grilled_cheese_sandwich, 烤奶酪三明治
xlfoodmod:icecream_sandwich, 冰淇淋三明治
xlfoodmod:bowl, 碗
xlfoodmod:garden_salad, 田园沙拉
xlfoodmod:chicken_salad, 鸡肉沙拉
xlfoodmod:caesar_salad, 凯撒沙拉
xlfoodmod:onion_salad, 洋葱沙拉
xlfoodmod:taco_salad, 玉米饼沙拉
xlfoodmod:cucumber_soup, 黄瓜汤
xlfoodmod:tomato_soup, 番茄汤
xlfoodmod:vegetable_soup, 蔬菜汤
xlfoodmod:chicken_soup, 鸡汤
xlfoodmod:beef_stew, 炖牛肉
xlfoodmod:pumpkin_stew, 南瓜盅
xlfoodmod:caramel_apple, 焦糖苹果
xlfoodmod:marshmallow, 棉花糖
xlfoodmod:roasted_marshmallow, 烤棉花糖
xlfoodmod:oreo_cookie, 奥利奥饼干
xlfoodmod:twinkie, 夹心面包
xlfoodmod:brownie, 布朗尼巧克力
xlfoodmod:bourbon_biscuit, 巧克力夹心饼干
xlfoodmod:chocolate, 巧克力
xlfoodmod:chocolate_icecream_ball, 巧克力冰淇淋球
xlfoodmod:vanilla_icecream_ball, 香草冰淇淋球
xlfoodmod:strawberry_icecream_ball, 草莓冰淇淋球
xlfoodmod:icecream_cone, 冰淇淋蛋卷
xlfoodmod:chocolate_icecream, 巧克力冰淇淋
xlfoodmod:vanilla_icecream, 香草冰淇淋
xlfoodmod:strawberry_icecream, 草莓冰淇淋
xlfoodmod:crescent_roll, 牛角面包
xlfoodmod:donut, 甜甜圈
xlfoodmod:sugar_donut, 糖霜甜甜圈
xlfoodmod:chocolate_donut, 巧克力甜甜圈
xlfoodmod:vanilla_donut, 香草甜甜圈
xlfoodmod:paper_cup, 纸杯
xlfoodmod:vanilla_cupcake, 香草纸杯蛋糕
xlfoodmod:chocolate_cupcake, 巧克力纸杯蛋糕
xlfoodmod:oreo_cupcake, 奥利奥纸杯蛋糕
xlfoodmod:strawberry_cupcake, 草莓纸杯蛋糕
xlfoodmod:pie_shell, 馅饼皮
xlfoodmod:apple_pie, 苹果派
xlfoodmod:golden_apple_pie, 金苹果派
xlfoodmod:cheese_pie, 芝士派
xlfoodmod:chicken_pot_pie, 鸡肉派
xlfoodmod:chocolate_pie, 巧克力派
xlfoodmod:bacon_pie, 培根派
xlfoodmod:fish_pie, 鱼派
xlfoodmod:strawberry_pie, 草莓派
xlfoodmod:tomato_sauce, 番茄酱
xlfoodmod:hot_sauce, 辣酱
xlfoodmod:chocolate_syrup, 巧克力酱
xlfoodmod:vanilla_extract, 香草精
xlfoodmod:vanilla_cream, 香草奶油
xlfoodmod:empty_can, 空罐
xlfoodmod:speedy_energy_drink, 极速能量饮料
xlfoodmod:healthy_energy_drink, 健康能量饮料
xlfoodmod:stealthy_energy_drink, 隐身能量饮料
xlfoodmod:strong_energy_drink, 强壮能量饮料
xlfoodmod:deadly_energy_drink, 致命能量饮料
xlfoodmod:super_energy_drink, 超级能量饮料
xlfoodmod:glass_mug, 玻璃杯
xlfoodmod:beer, 啤酒
xlfoodmod:coffee_cup, 咖啡杯
xlfoodmod:coffee, 咖啡
xlfoodmod:cappuccino, 卡布奇诺
yoyos:cord, 捆绳
matteroverdrive:dilithium_ore, 双锂矿石
matteroverdrive:tritanium_ore, 三钛矿石
matteroverdrive:tritanium_block, 三钛合金块
matteroverdrive:machine_hull, 机械外壳
matteroverdrive:decomposer, 物质分解机
matteroverdrive:matter_recycler, 物质回收机
matteroverdrive:replicator, 物质重组机
matteroverdrive:matter_pipe, 物质运输管道
matteroverdrive:heavy_matter_pipe, 重型物质运输管道
matteroverdrive:network_pipe, 物质网络线缆
matteroverdrive:network_router, 物质网络路由器
matteroverdrive:matter_analyzer, 物质分析仪
matteroverdrive:pattern_monitor, 物质网络终端
matteroverdrive:pattern_storage, 模式保存仪
matteroverdrive:network_switch, 物质网络转换器
matteroverdrive:solar_panel, 光伏板
matteroverdrive:gravitational_anomaly, 引力异常点
matteroverdrive:gravitational_stabilizer, 引力稳定器
matteroverdrive:fusion_reactor_controller, 湮灭反应堆控制器
matteroverdrive:fusion_reactor_coil, 反应堆外层线圈
matteroverdrive:fusion_reactor_io, 湮灭反应堆接口
matteroverdrive:matter_plasma, tile.null.name
matteroverdrive:molten_tritanium, tile.null.name
matteroverdrive:tritanium_crate, 三钛货箱
matteroverdrive:tritanium_crate_white, 白色三钛货箱
matteroverdrive:tritanium_crate_orange, 橙色三钛货箱
matteroverdrive:tritanium_crate_magenta, 品红三钛货箱
matteroverdrive:tritanium_crate_light_blue, 浅蓝三钛货箱
matteroverdrive:tritanium_crate_yellow, 黄色三钛货箱
matteroverdrive:tritanium_crate_lime, 黄绿三钛货箱
matteroverdrive:tritanium_crate_pink, 粉色三钛货箱
matteroverdrive:tritanium_crate_gray, 灰色三钛货箱
matteroverdrive:tritanium_crate_silver, 银灰三钛货箱
matteroverdrive:tritanium_crate_cyan, 青色三钛货箱
matteroverdrive:tritanium_crate_purple, 紫色三钛货箱
matteroverdrive:tritanium_crate_blue, 蓝色三钛货箱
matteroverdrive:tritanium_crate_brown, 棕色三钛货箱
matteroverdrive:tritanium_crate_green, 绿色三钛货箱
matteroverdrive:tritanium_crate_red, 红色三钛货箱
matteroverdrive:tritanium_crate_black, 黑色三钛货箱
matteroverdrive:inscriber, 分子刻录仪
matteroverdrive:contract_market, 赏金公会
matteroverdrive:android_spawner, 机械人刷怪笼
matteroverdrive:spacetime_accelerator, 时空加速仪
matteroverdrive:pylon, 维度塔
matteroverdrive:transporter, 传送仪
matteroverdrive:star_map, 星图
matteroverdrive:holo_sign, 全息显示屏
matteroverdrive:weapon_station, 武器装配台
matteroverdrive:android_station, 机械人改造台
matteroverdrive:charging_station, 充气站
matteroverdrive:decorative.stripes, 警戒纹板材
matteroverdrive:decorative.coils, 线圈
matteroverdrive:decorative.clean, 平滑三钛板材
matteroverdrive:decorative.vent.dark, 深色通风口
matteroverdrive:decorative.vent.bright, 通风口
matteroverdrive:decorative.holo_matrix, 全息甲板
matteroverdrive:decorative.tritanium_plate, 三钛板材
matteroverdrive:decorative.tritanium_plate_stripe, 导向三钛板材
matteroverdrive:decorative.carbon_fiber_plate, 碳纤维板材
matteroverdrive:decorative.matter_tube, 物质管道
matteroverdrive:decorative.beams, 三钛格栅
matteroverdrive:decorative.floor_tiles, 瓷地砖
matteroverdrive:decorative.floor_tile_white, 白瓷地砖
matteroverdrive:decorative.floor_tiles_green, 绿瓷地砖
matteroverdrive:decorative.floor_noise, 油地毡
matteroverdrive:decorative.white_plate, 软壁隔板
matteroverdrive:decorative.separator, 三钛导轨
matteroverdrive:decorative.tritanium_lamp, 三钛灯饰
matteroverdrive:decorative.tritanium_plate_colored, 染色三钛板材
matteroverdrive:decorative.engine_exhaust_plasma, 等离子引擎排流
matteroverdrive:microwave, 微波炉
matteroverdrive:industrial_glass, 工业玻璃
matteroverdrive:bounding_box, 限界方块
matteroverdrive:dilithium_crystal, 二锂晶体
matteroverdrive:tritanium_ingot, 三钛合金锭
matteroverdrive:tritanium_nugget, 三钛合金粒
matteroverdrive:tritanium_dust, 三钛合金粉
matteroverdrive:tritanium_plate, 三钛合金板
matteroverdrive:matter_dust, 物质粉尘
matteroverdrive:matter_dust_refined, 精炼物质粉尘
matteroverdrive:android_pill:0, 红色药丸
matteroverdrive:android_pill:1, 蓝色药丸
matteroverdrive:android_pill:2, 黄色药丸
matteroverdrive:emergency_ration, 应急营养单元
matteroverdrive:earl_gray_tea, 格雷伯爵茶
matteroverdrive:romulan_ale, 罗慕兰麦酒
matteroverdrive:battery, 电池
matteroverdrive:hc_battery, 高能电池
matteroverdrive:creative_battery, 创造电池
matteroverdrive:matter_container, item.matteroverdrive.matter_container.name
matteroverdrive:me_conversion_matrix, 质能转换矩阵
matteroverdrive:h_compensator, 海森堡补偿器
matteroverdrive:integration_matrix, 集成矩阵
matteroverdrive:machine_casing, 机械铸件
matteroverdrive:s_magnet, 超导磁体
matteroverdrive:isolinear_circuit:0, 等线性电路Mk1
matteroverdrive:isolinear_circuit:1, 等线性电路Mk2
matteroverdrive:isolinear_circuit:2, 等线性电路Mk3
matteroverdrive:isolinear_circuit:3, 等线性电路Mk4
matteroverdrive:matter:0, item.matteroverdrive.matter.name
matteroverdrive:matter:1, item.matteroverdrive.matter.name
matteroverdrive:matter:2, item.matteroverdrive.matter.name
matteroverdrive:forcefield_emitter, 力场发生器
matteroverdrive:weapon_handle, 武器手柄
matteroverdrive:weapon_receiver, 武装导能器
matteroverdrive:plasma_core, 相位能量整流核心
matteroverdrive:phaser, 相位能量整流器
matteroverdrive:phaser_rifle, 相位来复枪
matteroverdrive:plasma_shotgun, 相位散弹枪
matteroverdrive:ion_sniper, 离子狙击枪
matteroverdrive:omni_tool, 全效离子工具
matteroverdrive:weapon_module_color:0, 颜色模块 (红色)
matteroverdrive:weapon_module_color:1, 颜色模块 (绿色)
matteroverdrive:weapon_module_color:2, 颜色模块 (蓝色)
matteroverdrive:weapon_module_color:3, 颜色模块 (棕色)
matteroverdrive:weapon_module_color:4, 颜色模块 (粉色)
matteroverdrive:weapon_module_color:5, 颜色模块 (天蓝)
matteroverdrive:weapon_module_color:6, 颜色模块 (金色)
matteroverdrive:weapon_module_color:7, 颜色模块 (黄绿)
matteroverdrive:weapon_module_color:8, 颜色模块 (黑色)
matteroverdrive:weapon_module_color:9, 颜色模块 (灰色)
matteroverdrive:weapon_module_barrel:0, 二锂聚焦矩阵
matteroverdrive:weapon_module_barrel:1, 高能燃烧弹
matteroverdrive:weapon_module_barrel:2, 爆裂电磁炮
matteroverdrive:weapon_module_barrel:3, 再生转换器
matteroverdrive:weapon_module_barrel:4, 衰变聚爆矩阵（末日型）
matteroverdrive:weapon_module_barrel:5, 体素扩张失能湮灭矩阵（剧毒）
matteroverdrive:sniper_scope, 狙击镜
matteroverdrive:weapon_module_ricochet:0, 束流反射装置
matteroverdrive:weapon_module_holo_sights:0, item.matteroverdrive.weapon_module_holo_sights.name
matteroverdrive:tritanium_wrench, 三钛合金扳手
matteroverdrive:tritanium_axe, 三钛合金斧
matteroverdrive:tritanium_pickaxe, 三钛合金镐
matteroverdrive:tritanium_sword, 三钛合金剑
matteroverdrive:tritanium_hoe, 三钛合金锄
matteroverdrive:tritanium_shovel, 三钛合金铲
matteroverdrive:tritanium_helmet, 三钛头盔
matteroverdrive:tritanium_chestplate, 三钛胸甲
matteroverdrive:tritanium_leggings, 三钛护腿
matteroverdrive:tritanium_boots, 三钛战靴
matteroverdrive:rogue_android_part:0, 机械头颅
matteroverdrive:rogue_android_part:1, 机械手臂
matteroverdrive:rogue_android_part:2, 机械腿
matteroverdrive:rogue_android_part:3, 机械躯干
matteroverdrive:rogue_android_part:0, 机械头颅
matteroverdrive:rogue_android_part:1, 机械手臂
matteroverdrive:rogue_android_part:2, 机械腿
matteroverdrive:rogue_android_part:3, 机械躯干
matteroverdrive:tritanium_spine, 三钛脊骨
matteroverdrive:matter_scanner, 物质扫描仪
matteroverdrive:pattern_drive, 模式保存单元
matteroverdrive:network_flash_drive, 网络闪存驱动器
matteroverdrive:upgrade:0, 升级模板
matteroverdrive:upgrade:1, 速度升级
matteroverdrive:upgrade:2, 能耗升级
matteroverdrive:upgrade:3, 故障保护升级
matteroverdrive:upgrade:4, 范围升级
matteroverdrive:upgrade:5, 储能升级
matteroverdrive:upgrade:6, 超速升级
matteroverdrive:upgrade:7, 仓储升级
matteroverdrive:transport_flash_drive, 传送闪存驱动器
matteroverdrive:energy_pack, 能量包
matteroverdrive:data_pad, 数据仪
matteroverdrive:contract, 任务卡
matteroverdrive:portable_decomposer, 便携式物质分解仪
matteroverdrive:security_protocol, item.matteroverdrive.security_protocol.name
matteroverdrive:spacetime_equalizer, 时空均衡仪
matteroverdrive:record_transformation, 音乐唱片
matteroverdrive:artifact, 未知工艺品
matteroverdrive:trilithium_crystal, 纯净三锂晶体
matteroverdrive:quantum_fold_manipulator, 量子折叠操纵仪
pipemaster:pipe_goggles, 管道护目镜
sky_orchards:log_cottonwood, 棉白杨§r§r 木头§r.name
sky_orchards:sapling_cottonwood, 棉白杨§r§r 树苗§r.name
sky_orchards:leaves_cottonwood, 棉白杨§r§r 叶子§r.name
sky_orchards:amber_cottonwood, 棉白杨§r§r 琥珀§r.name
sky_orchards:log_dirt, 泥土§r§r 木头§r.name
sky_orchards:sapling_dirt, 泥土§r§r 树苗§r.name
sky_orchards:leaves_dirt, 泥土§r§r 叶子§r.name
sky_orchards:amber_dirt, 泥土§r§r 琥珀§r.name
sky_orchards:log_petrified, 石化§r§r 木头§r.name
sky_orchards:sapling_petrified, 石化§r§r 树苗§r.name
sky_orchards:leaves_petrified, 石化§r§r 叶子§r.name
sky_orchards:amber_petrified, 石化§r§r 琥珀§r.name
sky_orchards:log_clay, 粘土§r§r 木头§r.name
sky_orchards:sapling_clay, 粘土§r§r 树苗§r.name
sky_orchards:leaves_clay, 粘土§r§r 叶子§r.name
sky_orchards:amber_clay, 粘土§r§r 琥珀§r.name
sky_orchards:log_sand, 沙子§r§r 木头§r.name
sky_orchards:sapling_sand, 沙子§r§r 树苗§r.name
sky_orchards:leaves_sand, 沙子§r§r 叶子§r.name
sky_orchards:amber_sand, 沙子§r§r 琥珀§r.name
sky_orchards:log_gravel, 砂砾§r§r 木头§r.name
sky_orchards:sapling_gravel, 砂砾§r§r 树苗§r.name
sky_orchards:leaves_gravel, 砂砾§r§r 叶子§r.name
sky_orchards:amber_gravel, 砂砾§r§r 琥珀§r.name
sky_orchards:log_coal, 煤§r§r 木头§r.name
sky_orchards:sapling_coal, 煤§r§r 树苗§r.name
sky_orchards:leaves_coal, 煤§r§r 叶子§r.name
sky_orchards:amber_coal, 煤§r§r 琥珀§r.name
sky_orchards:log_iron, 铁§r§r 木头§r.name
sky_orchards:sapling_iron, 铁§r§r 树苗§r.name
sky_orchards:leaves_iron, 铁§r§r 叶子§r.name
sky_orchards:amber_iron, 铁§r§r 琥珀§r.name
sky_orchards:log_gold, 金§r§r 木头§r.name
sky_orchards:sapling_gold, 金§r§r 树苗§r.name
sky_orchards:leaves_gold, 金§r§r 叶子§r.name
sky_orchards:amber_gold, 金§r§r 琥珀§r.name
sky_orchards:log_lapis, 青金石§r§r 木头§r.name
sky_orchards:sapling_lapis, 青金石§r§r 树苗§r.name
sky_orchards:leaves_lapis, 青金石§r§r 叶子§r.name
sky_orchards:amber_lapis, 青金石§r§r 琥珀§r.name
sky_orchards:log_redstone, 红石§r§r 木头§r.name
sky_orchards:sapling_redstone, 红石§r§r 树苗§r.name
sky_orchards:leaves_redstone, 红石§r§r 叶子§r.name
sky_orchards:amber_redstone, 红石§r§r 琥珀§r.name
sky_orchards:log_diamond, 钻石§r§r 木头§r.name
sky_orchards:sapling_diamond, 钻石§r§r 树苗§r.name
sky_orchards:leaves_diamond, 钻石§r§r 叶子§r.name
sky_orchards:amber_diamond, 钻石§r§r 琥珀§r.name
sky_orchards:log_bone, 骨§r§r 木头§r.name
sky_orchards:sapling_bone, 骨§r§r 树苗§r.name
sky_orchards:leaves_bone, 骨§r§r 叶子§r.name
sky_orchards:amber_bone, 骨§r§r 琥珀§r.name
sky_orchards:log_cookie, 曲奇§r§r 木头§r.name
sky_orchards:sapling_cookie, 曲奇§r§r 树苗§r.name
sky_orchards:leaves_cookie, 曲奇§r§r 叶子§r.name
sky_orchards:amber_cookie, 曲奇§r§r 琥珀§r.name
sky_orchards:log_bacon, 培根§r§r 木头§r.name
sky_orchards:sapling_bacon, 培根§r§r 树苗§r.name
sky_orchards:leaves_bacon, 培根§r§r 叶子§r.name
sky_orchards:amber_bacon, 培根§r§r 琥珀§r.name
sky_orchards:log_donut, 甜甜圈§r§r 木头§r.name
sky_orchards:sapling_donut, 甜甜圈§r§r 树苗§r.name
sky_orchards:leaves_donut, 甜甜圈§r§r 叶子§r.name
sky_orchards:amber_donut, 甜甜圈§r§r 琥珀§r.name
sky_orchards:log_copper, 铜§r§r 木头§r.name
sky_orchards:sapling_copper, 铜§r§r 树苗§r.name
sky_orchards:leaves_copper, 铜§r§r 叶子§r.name
sky_orchards:amber_copper, 铜§r§r 琥珀§r.name
sky_orchards:log_lead, 铅§r§r 木头§r.name
sky_orchards:sapling_lead, 铅§r§r 树苗§r.name
sky_orchards:leaves_lead, 铅§r§r 叶子§r.name
sky_orchards:amber_lead, 铅§r§r 琥珀§r.name
sky_orchards:log_tin, 锡§r§r 木头§r.name
sky_orchards:sapling_tin, 锡§r§r 树苗§r.name
sky_orchards:leaves_tin, 锡§r§r 叶子§r.name
sky_orchards:amber_tin, 锡§r§r 琥珀§r.name
sky_orchards:log_silver, 银§r§r 木头§r.name
sky_orchards:sapling_silver, 银§r§r 树苗§r.name
sky_orchards:leaves_silver, 银§r§r 叶子§r.name
sky_orchards:amber_silver, 银§r§r 琥珀§r.name
sky_orchards:log_nickel, 镍§r§r 木头§r.name
sky_orchards:sapling_nickel, 镍§r§r 树苗§r.name
sky_orchards:leaves_nickel, 镍§r§r 叶子§r.name
sky_orchards:amber_nickel, 镍§r§r 琥珀§r.name
sky_orchards:log_emerald, 绿宝石§r§r 木头§r.name
sky_orchards:sapling_emerald, 绿宝石§r§r 树苗§r.name
sky_orchards:leaves_emerald, 绿宝石§r§r 叶子§r.name
sky_orchards:amber_emerald, 绿宝石§r§r 琥珀§r.name
sky_orchards:log_quartz, 石英§r§r 木头§r.name
sky_orchards:sapling_quartz, 石英§r§r 树苗§r.name
sky_orchards:leaves_quartz, 石英§r§r 叶子§r.name
sky_orchards:amber_quartz, 石英§r§r 琥珀§r.name
sky_orchards:log_netherrack, 地狱岩§r§r 木头§r.name
sky_orchards:sapling_netherrack, 地狱岩§r§r 树苗§r.name
sky_orchards:leaves_netherrack, 地狱岩§r§r 叶子§r.name
sky_orchards:amber_netherrack, 地狱岩§r§r 琥珀§r.name
sky_orchards:log_glowstone, 荧石§r§r 木头§r.name
sky_orchards:sapling_glowstone, 荧石§r§r 树苗§r.name
sky_orchards:leaves_glowstone, 荧石§r§r 叶子§r.name
sky_orchards:amber_glowstone, 荧石§r§r 琥珀§r.name
sky_orchards:log_cobalt, 钴§r§r 木头§r.name
sky_orchards:sapling_cobalt, 钴§r§r 树苗§r.name
sky_orchards:leaves_cobalt, 钴§r§r 叶子§r.name
sky_orchards:amber_cobalt, 钴§r§r 琥珀§r.name
sky_orchards:log_ardite, 阿迪特§r§r 木头§r.name
sky_orchards:sapling_ardite, 阿迪特§r§r 树苗§r.name
sky_orchards:leaves_ardite, 阿迪特§r§r 叶子§r.name
sky_orchards:amber_ardite, 阿迪特§r§r 琥珀§r.name
sky_orchards:log_osmium, 锇§r§r 木头§r.name
sky_orchards:sapling_osmium, 锇§r§r 树苗§r.name
sky_orchards:leaves_osmium, 锇§r§r 叶子§r.name
sky_orchards:amber_osmium, 锇§r§r 琥珀§r.name
sky_orchards:log_prosperity, 活化水晶§r§r 木头§r.name
sky_orchards:sapling_prosperity, 活化水晶§r§r 树苗§r.name
sky_orchards:leaves_prosperity, 活化水晶§r§r 叶子§r.name
sky_orchards:amber_prosperity, 活化水晶§r§r 琥珀§r.name
sky_orchards:acorn_cottonwood:0, 棉白杨§r§r 橡子§r
sky_orchards:acorn_cottonwood:1, 棉白杨§r§r 熟橡子§r
sky_orchards:resin_cottonwood, item.sky_orchards.resin_cottonwood.name
sky_orchards:acorn_dirt:0, 泥土§r§r 橡子§r
sky_orchards:acorn_dirt:1, 泥土§r§r 熟橡子§r
sky_orchards:resin_dirt, item.sky_orchards.resin_dirt.name
sky_orchards:acorn_petrified:0, 石化§r§r 橡子§r
sky_orchards:acorn_petrified:1, 石化§r§r 熟橡子§r
sky_orchards:resin_petrified, item.sky_orchards.resin_petrified.name
sky_orchards:acorn_clay:0, 粘土§r§r 橡子§r
sky_orchards:acorn_clay:1, 粘土§r§r 熟橡子§r
sky_orchards:resin_clay, item.sky_orchards.resin_clay.name
sky_orchards:acorn_sand:0, 沙子§r§r 橡子§r
sky_orchards:acorn_sand:1, 沙子§r§r 熟橡子§r
sky_orchards:resin_sand, item.sky_orchards.resin_sand.name
sky_orchards:acorn_gravel:0, 砂砾§r§r 橡子§r
sky_orchards:acorn_gravel:1, 砂砾§r§r 熟橡子§r
sky_orchards:resin_gravel, item.sky_orchards.resin_gravel.name
sky_orchards:acorn_coal:0, 煤§r§r 橡子§r
sky_orchards:acorn_coal:1, 煤§r§r 熟橡子§r
sky_orchards:resin_coal, item.sky_orchards.resin_coal.name
sky_orchards:acorn_iron:0, 铁§r§r 橡子§r
sky_orchards:acorn_iron:1, 铁§r§r 熟橡子§r
sky_orchards:resin_iron, item.sky_orchards.resin_iron.name
sky_orchards:acorn_gold:0, 金§r§r 橡子§r
sky_orchards:acorn_gold:1, 金§r§r 熟橡子§r
sky_orchards:resin_gold, item.sky_orchards.resin_gold.name
sky_orchards:acorn_lapis:0, 青金石§r§r 橡子§r
sky_orchards:acorn_lapis:1, 青金石§r§r 熟橡子§r
sky_orchards:resin_lapis, item.sky_orchards.resin_lapis.name
sky_orchards:acorn_redstone:0, 红石§r§r 橡子§r
sky_orchards:acorn_redstone:1, 红石§r§r 熟橡子§r
sky_orchards:resin_redstone, item.sky_orchards.resin_redstone.name
sky_orchards:acorn_diamond:0, 钻石§r§r 橡子§r
sky_orchards:acorn_diamond:1, 钻石§r§r 熟橡子§r
sky_orchards:resin_diamond, item.sky_orchards.resin_diamond.name
sky_orchards:acorn_bone:0, 骨§r§r 橡子§r
sky_orchards:acorn_bone:1, 骨§r§r 熟橡子§r
sky_orchards:resin_bone, item.sky_orchards.resin_bone.name
sky_orchards:acorn_cookie:0, 曲奇§r§r 橡子§r
sky_orchards:acorn_cookie:1, 曲奇§r§r 熟橡子§r
sky_orchards:resin_cookie, item.sky_orchards.resin_cookie.name
